n03098688 control_room
n08613733 open
n08613733 outdoors
n08613733 open_air
n12058630 marsh_orchid
n02447021 spotted_skunk
n02948293 candlepin
n01618503 secretary_bird
n02287004 geometrid_moth
n02287004 geometrid
n02295870 underwing
n01990516 squilla
n02874442 bootjack
n03697552 lunchroom
n12343480 fuchsia
n07573347 spam
n02532272 atlantic_herring
n04259468 sabaton
n04232437 skyhook
n03601442 jdam
n00468299 shinny
n02501583 tarsier
n09382099 oxbow
n02739427 armlet
n02739427 arm_band
n12055516 cymbidium
n02910864 buckskins
n13137951 bacca
n01528845 meadow_pipit
n12658846 service_tree
n12340581 water_gum
n07601686 candy_corn
n01793715 orpington
n03469903 gunny_sack
n02100399 setter
n02823586 beer_garden
n11691046 corolla
n12421137 hippeastrum
n00445055 surfing
n13882563 octagon
n03704834 magic_lantern
n02752810 telamon
n02752810 atlas
n13150894 peperomia
n07816296 bay_leaf
n12883628 gerardia
n04288272 spring
n02379430 walking_horse
n03939178 pilot_boat
n04023422 punchboard
n02169705 flea_beetle
n02910145 bucket_seat
n03555217 hypercoaster
n11728945 black_cohosh
n02396796 babirusa
n01577941 crested_myna
n02811719 battle_dress
n03918737 pda
n03918737 organizer
n03918737 organiser
n04538552 vise
n09376786 oceanfront
n03187751 dialysis_machine
n03187751 dialyzer
n02731629 scuba
n02731629 aqualung
n02969323 carriageway
n03087816 condenser_microphone
n03658635 levee
n04479939 trestle_bridge
n03684740 lockup
n08580944 half_mast
n07607967 cough_drop
n07607967 troche
n04082710 retaining_wall
n03096439 contrabassoon
n03948242 piste
n04273796 speedometer
n04273796 speed_indicator
n02437482 bactrian_camel
n04477548 treasure_chest
n02305085 atlas_moth
n02867966 bomber_jacket
n12113195 feathertop
n04280259 spiral_spring
n04164868 secretary
n04164868 secretaire
n04164868 writing_table
n03538300 horsecar
n02526425 elver
n07812184 spice
n07687381 baguet
n07687381 baguette
n04525821 venn_diagram
n13079073 monilia
n07861158 bread_dough
n07695652 graham_cracker
n04231905 skivvies
n01546039 scrubbird
n07692517 bialy
n03140126 crucible
n03140126 melting_pot
n01855476 hooded_merganser
n12916511 tectona_grandis
n12916511 teak
n04102872 roll_film
n07683360 bannock
n03758894 microbalance
n01606177 tercel
n04471148 transept
n02663211 turbot
n03994614 powder_horn
n04461570 towpath
n05314075 canthus
n03181667 detention_camp
n03181667 detention_house
n02593453 scup
n12732966 eastern_cottonwood
n07588574 lentil_soup
n03227010 double_glazing
n01611472 peregrine
n01611472 falco_peregrinus
n01611472 peregrine_falcon
n07864638 tetrazzini
n07691650 croissant
n00447463 bobsledding
n01559804 wood_thrush
n03080731 compass_card
n03535024 hope_chest
n12374418 rockrose
n12374418 rock_rose
n04526800 ventilation_shaft
n02902916 broad_arrow
n04357930 supercharger
n06892775 concert
n02393940 malayan_tapir
n04434531 tie_rod
n03314608 faceplate
n03029445 churn
n03029445 butter_churn
n07617051 frozen_custard
n04181083 sgraffito
n03229244 joggle
n03229244 dowel
n02469914 primate
n01606978 chicken_hawk
n04261638 sound_camera
n01613807 eaglet
n04482177 tricorne
n04482177 tricorn
n04267435 spanker
n03643253 laser
n12882945 digitalis_purpurea
n12882945 fingerroot
n03890514 totalisator
n13213066 silver_fern
n04293744 squinch
n03848348 opener
n07560652 fare
n12570972 kowhai
n13090871 aril
n01697178 crocodile
n11774513 frangipani
n04552551 war_room
n03386726 foulard
n07741138 macoun
n07690892 scone
n01543175 baya
n07615569 tutti_frutti
n07857356 wasabi
n04075291 remote_station
n04075291 remote_terminal
n02953197 cantilever_bridge
n07908923 chartreuse
n12983048 phytophthora_infestans
n11761650 inga
n05469861 dendrite
n04173907 serape
n01497738 guitarfish
n07563800 liquid_diet
n02680512 adit
n03368352 flowerbed
n03368352 flower_bed
n12727518 goat_willow
n03378174 food_processor
n04289449 sprit
n12351091 achira
n12351091 arrowroot
n11737534 pasque_flower
n11737534 pasqueflower
n03498441 hatbox
n01623706 scops_owl
n12079963 pogonia
n03732020 mauser
n03931765 picture_frame
n10164492 head_nurse
n11625003 picea_abies
n11625003 norway_spruce
n02211627 mason_bee
n11688069 microsporophyll
n03871860 packing_plant
n03466839 guildhall
n10334009 motorcyclist
n12128490 knotgrass
n02406859 devon
n02856013 blue_chip
n02085272 lapdog
n04590021 window_seat
n02310717 woolly_bear
n02478875 proconsul
n02966545 claw_hammer
n02966545 clawhammer
n07865484 chow_mein
n02842573 biplane
n03423306 gas_gun
n04204081 shopping_bag
n13132656 panicle
n02776505 baize
n02124484 manx
n07714287 chinese_cabbage
n03468570 gunboat
n03707766 magnetic_stripe
n01396048 paramecium
n01396048 paramecia
n07910970 kahlua
n11939180 balsamroot
n04381073 tablespoon
n04290259 spur
n04290259 gad
n01551711 manakin
n11627908 mountain_hemlock
n04063868 recording
n03082656 tourniquet
n07906718 bourbon
n02793842 barn_door
n13901858 dewdrop
n02601767 striped_mullet
n01971280 squid
n02679257 adding_machine
n03374372 fly_rod
n03185868 dewar
n11757190 catechu
n11626826 picea_rubens
n11626826 red_spruce
n12365285 laurelwood
n03548533 hulk
n06267655 gazette
n03968728 plumb
n03968728 plummet
n02010272 cattle_egret
n07889990 burton
n02037464 phalarope
n03288742 cor_anglais
n03288742 english_horn
n04102406 roller_coaster
n04102406 big_dipper
n07601290 orange_peel
n10509063 reading_teacher
n03539678 horse_trail
n11785668 caladium
n03639497 land_line
n03639497 landline
n12048399 caladenia
n14975598 papyrus
n12898342 belladonna
n12898342 deadly_nightshade
n12898342 atropa_belladonna
n11866248 cleome
n01692523 beaded_lizard
n03780799 moleskin
n01965529 zebra_mussel
n02682811 aerial_torpedo
n02540412 smelt
n12680864 viburnum_opulus
n03261603 earmuff
n01821076 rainbow_lorikeet
n02536456 oncorhynchus_tshawytscha
n02536456 chinook_salmon
n02536456 king_salmon
n02536456 chinook
n07851554 mascarpone
n04245218 scsi
n07878283 stuffed_cabbage
n07579917 adobo
n04550676 wardroom
n13128976 rachis
n12658308 rowan_tree
n12658308 sorbus_aucuparia
n12658308 rowan
n12269406 quercus_agrifolia
n03878294 palanquin
n04150980 scraper
n15048888 spackle
n04024983 punt
n10443032 plumber
n10443032 pipe_fitter
n11830906 saltbush
n00448872 rollerblading
n04403925 telescopic_sight
n03361550 flats
n03413124 gibbet
n01579260 raven
n01579260 corvus_corax
n04395024 tarp
n04395024 tarpaulin
n04430896 thumb
n03617312 kilt
n02817650 beater
n13190060 bracken
n03235979 dray
n11960245 dahlia
n02788572 baptistery
n02788572 baptismal_font
n02788572 font
n02788572 baptistry
n07907831 sour_mash
n07866723 egg_roll
n07866723 spring_roll
n11613867 limber_pine
n12663023 coffea_arabica
n09398677 precipice
n04158250 scythe
n04187233 overlay
n04187233 sheathing
n02311748 leptocephalus
n03727067 mastaba
n03241335 bubbler
n03241335 drinking_fountain
n03241335 water_fountain
n12729729 red_willow
n04205505 short_sleeve
n07928163 cream_soda
n03345837 extinguisher
n03345837 fire_extinguisher
n03717285 mangle
n03325288 fauld
n04561287 water_meter
n04603729 work_table
n03204558 dip_switch
n11984542 inula
n03399677 front_porch
n03979377 polyester
n03270165 electrical_system
n01527194 accentor
n03904782 pedometer
n03004409 chambray
n11675025 rosebud
n03676759 lcd
n07569644 graham
n07569644 graham_flour
n07852376 gorgonzola
n02392824 white_rhinoceros
n04150371 scow
n02610664 parrotfish
n02387887 coach_horse
n02476567 australopithecus_afarensis
n02963503 electrocardiograph
n07683617 pita
n02543565 lizardfish
n04555700 wastebasket
n03823111 nib
n04215153 sidesaddle
n07586894 vegetable_soup
n07586894 minestrone
n07851443 double_cream
n12814643 catalpa
n02414763 argal
n02414763 argali
n00474881 perfect_game
n03152303 customhouse
n02838345 bilge_pump
n02754656 atrium
n12849416 henbit
n12534862 sulla
n02229765 mole_cricket
n04585318 wimple
n04497442 tun
n11542137 sphagnum
n11542137 peat_moss
n11542137 sphagnum_moss
n11542137 bog_moss
n07915618 manhattan
n03133050 crochet_hook
n03696445 lugger
n07846471 condensed_milk
n02678897 adapter
n02678897 adaptor
n04383839 taffeta
n02016956 purple_gallinule
n12184912 pavonia
n08782627 aegean_island
n03489048 hand_throttle
n00448126 professional_wrestling
n13099999 deciduous_plant
n03146846 cultivator
n03146846 tiller
n07591330 scouse
n04561422 water_mill
n04398688 teaspoon
n01813088 wood_pigeon
n02662993 brill
n02568959 grouper
n07615289 sherbet
n07615289 sherbert
n12477401 sisal
n12336333 eucalyptus_camaldulensis
n03637787 lancet
n03637787 lancet_arch
n01922717 parasitic_worm
n01922717 helminth
n01749244 rinkhals
n03629231 kurta
n12904314 henbane
n02406533 brown_swiss
n04486616 troika
n12114590 chloris_gayana
n07918028 sour
n03282295 embassy
n13079567 candida_albicans
n12522188 rosewood
n01686044 racerunner
n01651487 cricket_frog
n02404906 zebu
n11919761 ambrosia_artemisiifolia
n07860331 grenadine
n07593774 ready_mix
n02080713 bearded_seal
n04317063 sternwheeler
n02201000 aedes_albopictus
n02764505 axe_head
n07918706 swizzle
n02487547 rhesus
n02487547 rhesus_monkey
n02487547 macaca_mulatta
n07609215 sugar_candy
n04542858 wading_pool
n04953678 iridescence
n04524941 velours
n04524941 velour
n01770795 pseudoscorpion
n04006411 probe
n11685621 siliqua
n11685621 silique
n01812662 rock_pigeon
n01812662 rock_dove
n01812662 columba_livia
n03222722 doorframe
n03222722 doorcase
n07687053 wafer
n07806774 green_salad
n04279462 spinning_wheel
n03204134 dipole
n03204134 dipole_antenna
n04380916 table_saw
n12590715 palm_kernel
n12320806 bitternut
n04525584 venetian_blind
n03128085 cravat
n09218494 belay
n12785889 stonecrop
n03671914 linear_accelerator
n03671914 linac
n03056288 coal_house
n01731764 coachwhip
n07920540 iced_coffee
n10120671 gardener
n07908812 benedictine
n07808904 tabbouleh
n03566193 incinerator
n07931280 wassail
n07576969 clambake
n02995871 centrifugal_pump
n04603399 workstation
n10735984 umpire
n10735984 ump
n03938401 pillow_block
n09214916 barrier_reef
n09391386 photosphere
n02994573 center_punch
n02892948 knuckles
n02892948 brass_knuckles
n01890860 shrew_mole
n03567788 indiaman
n13205058 nephrolepis_exaltata
n01421333 cryptophyte
n14919819 inositol
n03196598 digital_display
n12606545 dayflower
n12606545 spiderwort
n01472303 amniota
n03796605 mudguard
n03349296 firkin
n02710600 aneroid_barometer
n02710600 aneroid
n12639736 bullace
n04138261 satin
n11624531 spruce
n04584373 wigwam
n03164929 davit
n03500209 hawser
n04370288 sweatpants
n01825278 turaco
n09191635 air_bubble
n01959492 giant_clam
n01959492 tridacna_gigas
n02576906 crevalle_jack
n03493792 hardware
n03493792 ironware
n02411206 musk_ox
n13896217 crescent
n03864139 overhand_knot
n01806847 california_quail
n03514451 hemostat
n00483205 professional_tennis
n11773987 oleander
n11773987 nerium_oleander
n11773987 rose_bay
n07760755 thompson_seedless
n08579352 grainfield
n02080146 harp_seal
n08583292 hemline
n03425595 gas_stove
n03425595 gas_range
n04146976 school_system
n12836212 nemophila
n02382039 cayuse
n03669534 limekiln
n02829596 bench_press
n06273414 call_forwarding
n07560193 fast_food
n03892178 parquet_floor
n03892178 parquet
n02228341 katydid
n12807624 platanus_orientalis
n02903126 brochette
n03605417 jump_seat
n09269882 draw
n04477725 treasure_ship
n01856072 gosling
n02381004 buckskin
n01617766 egyptian_vulture
n12732009 abele
n12732009 white_poplar
n02822762 beefcake
n02766168 babushka
n12188635 thespesia_populnea
n03159535 dairy_farm
n03159535 dairy
n00449892 camel_racing
n03744684 memory_chip
n04255586 soda_can
n01688961 moloch
n07919310 fizz
n13181811 walking_fern
n01710177 diplodocus
n02126139 serval
n03109253 corncrib
n06274092 long_distance
n03331077 fez
n08500819 interplanetary_space
n02686379 air_conditioning
n02686379 air_conditioner
n03882611 pane
n03882611 panelling
n03882611 paneling
n03730494 maternity_ward
n02730568 fitting
n02730568 appointment
n03162460 darkroom
n03634034 pile_dwelling
n03228967 dovetail_joint
n03228967 dovetail
n03652729 lean_to
n01835769 european_nightjar
n04183329 shaker
n04562496 waterspout
n03087245 diffusion_pump
n07616386 parfait
n12126084 cultivated_rice
n12126084 oryza_sativa
n02900160 bridle
n04403524 teleprompter
n03055857 carriage_house
n03055857 coach_house
n03055857 remise
n01318279 hatchling
n03664943 ligament
n09217230 beach
n04258859 soldering_iron
n02598878 queenfish
n12924623 ricinus_communis
n02423589 springbok
n04969798 greenish_blue
n04969798 aqua
n04969798 aquamarine
n04969798 cobalt_blue
n04969798 turquoise
n04969798 peacock_blue
n02212062 wasp
n04488202 trophy_case
n03256166 tipper
n03256166 dumper
n03256166 dump_truck
n01641739 green_frog
n03813946 nebuchadnezzar
n02878534 boudoir
n02871005 bookend
n07556406 comfort_food
n01663782 green_turtle
n01663782 chelonia_mydas
n02683558 afterburner
n03233905 drawer
n04281260 spittoon
n03457451 greave
n03904909 peeler
n02884994 box_camera
n11615387 loblolly_pine
n11615387 pinus_taeda
n01579729 chough
n04147793 scimitar
n02823510 beer_can
n03186199 dhoti
n04209811 showroom
n01611800 gyrfalcon
n07910656 pernod
n07802246 stover
n07643891 orange_marmalade
n11934239 goldilocks
n04038338 single_shell
n03543112 hot_pants
n02739889 armoured_car
n02739889 armored_car
n12801520 parnassia
n02179012 blister_beetle
n04559166 water_cooler
n07845863 homogenized_milk
n03229526 downstage
n04400737 telegraph_key
n12761905 terebinth
n12761905 pistacia_terebinthus
n09885866 furniture_maker
n09885866 cabinetmaker
n12091953 polyanthus
n07831663 wine_sauce
n07889814 bitter
n02918964 dodgem
n02918964 bumper_car
n13912540 stemma
n04246271 smocking
n11628087 western_hemlock
n11628087 tsuga_heterophylla
n03557590 ice_machine
n01668091 diamondback_terrapin
n03835197 nude
n00446411 in_fighting
n03225988 double_bed
n02871314 bookmobile
n01947139 neritina
n03316105 facsimile_machine
n03316105 facsimile
n03316105 fax
n04110068 rose_water
n03821518 newel_post
n03821518 newel
n01888411 doe
n12105353 crested_wheatgrass
n01545574 lyrebird
n12272239 garry_oak
n12272239 quercus_garryana
n03814817 neckerchief
n03500389 hay_bale
n03751757 metal_detector
n01612628 caracara
n01958435 cherrystone
n03801760 music_stand
n12624568 japonica
n07574176 potluck
n11623815 cedrus_libani
n04110178 rose_window
n04110178 rosette
n12033709 immortelle
n07914777 spritzer
n03193107 diesel
n03193107 diesel_engine
n03193107 diesel_motor
n03465500 guarnerius
n03297103 espadrille
n03997875 praetorium
n09462600 troposphere
n02060133 fulmar
n02549248 frogfish
n12733870 populus_tremula
n12733870 quaking_aspen
n12338979 manna_gum
n07853345 double_gloucester
n03490884 hanger
n07727252 pinto_bean
n03232417 drainage_system
n07935504 water
n04062807 reconnaissance_vehicle
n04062807 scout_car
n12615710 pondweed
n03108853 cork
n01964271 mytilus_edulis
n14858292 litter
n02389128 palomino
n03300216 ethernet
n07894551 chablis
n02853218 blockade
n04570214 wedgwood
n02434190 woodland_caribou
n03975788 needlepoint
n02960690 karabiner
n02960690 carabiner
n13206817 maidenhair
n03660562 liberty_ship
n10229883 keyboardist
n13882639 nonagon
n02161457 pollinator
n04401828 telephone_cord
n03089879 conference_room
n02379329 morgan
n02213543 vespula_vulgaris
n03045800 cloakroom
n02876084 bosom
n02450295 pine_marten
n03323319 farthingale
n02680638 adjoining_room
n02775897 bailey_bridge
n03710421 maildrop
n01341090 rotavirus
n07897865 rioja
n03318294 fairy_light
n03382292 forecourt
n02241426 true_bug
n12552893 restharrow
n11821184 ice_plant
n04198233 shirting
n07880080 teriyaki
n03350204 fishbowl
n03350204 fish_bowl
n12407079 wych_elm
n02737351 ark
n14976759 pantile
n02156871 quadruped
n02024185 dotterel
n04186624 shawm
n04498873 turbogenerator
n02809105 batik
n12541403 grass_pea
n12541403 khesari
n01635027 dicamptodon
n02315487 brachiopod
n12121610 fescue
n12454159 tulip
n02990373 ceiling
n02240517 cimex_lectularius
n02240517 bed_bug
n02240517 chinch
n02240517 bedbug
n12737383 loranthaceae
n12737383 family_loranthaceae
n12399384 morus_alba
n12399384 white_mulberry
n04574067 wet_suit
n01722998 pterosaur
n03454885 grater
n07896994 plonk
n03364156 flipper
n03364156 fin
n04417361 textile_mill
n04290079 spun_yarn
n00444937 snorkeling
n07848936 ghee
n08598568 mecca
n04295571 stacks
n01750437 tiger_snake
n03017835 inglenook
n03017835 chimney_corner
n03098515 control_rod
n07887461 bock_beer
n07887461 bock
n12217851 grevillea_banksii
n04058239 rom
n02775039 luggage_van
n02775039 baggage_car
n03318865 falchion
n03326371 feedlot
n03533014 chicha
n03533014 hookah
n03533014 kalian
n03533014 narghile
n03533014 shisha
n03533014 water_pipe
n04220805 silver_plate
n07696728 chicken_sandwich
n12131405 blue_grass
n12131405 bluegrass
n03508881 heating_pad
n03583419 ion_engine
n06281040 reception
n03228533 douche
n03492087 hansom
n03492087 hansom_cab
n04492060 trunk_lid
n02648625 greenling
n04499062 tureen
n04503499 twinjet
n12484784 bogbean
n12484784 bog_myrtle
n04450133 tommy_gun
n03615300 khaddar
n03615300 khadi
n12324056 combretum
n11794519 duckweed
n03393017 free_house
n02337902 grasshopper_mouse
n03677682 lisle
n03557692 ice_maker
n04613015 yoke
n03615790 khukuri
n02831335 berlin
n12552309 sainfoin
n02925385 bush_jacket
n04581102 whitewash
n02102605 water_spaniel
n02775178 baggage_claim
n01998741 acorn_barnacle
n03027001 chronometer
n02202678 punky
n02202678 biting_midge
n02202678 punkie
n03063485 coffee_mill
n04178190 seventy_eight
n01514752 gamecock
n02281136 large_white
n02063662 right_whale
n07876026 sauerbraten
n07697699 sloppy_joe
n04560113 water_heater
n03561573 imaret
n13108481 sapling
n07898745 table_wine
n01643896 crapaud
n12697152 cedrela_odorata
n12882779 foxglove
n12882779 digitalis
n12235051 mayflower
n03788601 motel_room
n04308273 stealth_bomber
n03698723 lyceum
n01579410 rook
n03172738 delayed_action
n03397947 frisbee
n02407763 beefalo
n01323355 sire
n07582441 relish
n03972372 poacher
n03321563 fanny_pack
n09289331 glacier
n04112430 rotor_head
n03101517 cookie_cutter
n02588286 grunt
n04461437 town_hall
n08685188 zodiac
n02203152 midge
n07839478 roux
n04546340 walkman
n12274358 burr_oak
n12274358 bur_oak
n12274358 quercus_macrocarpa
n04078574 reservoir
n02012185 least_bittern
n07917133 sazerac
n01856155 gander
n13866626 convex_polygon
n11487732 sundog
n08560295 dude_ranch
n02395694 piglet
n02395694 piggy
n07616487 sundae
n04472726 transmitter
n04472726 sender
n07693223 schnecken
n03917198 peristyle
n03543603 hot_tub
n03302938 exhaust
n03302938 exhaust_system
n12545635 lotus_corniculatus
n06273555 call_in
n13880199 isosceles_triangle
n01462544 gastrula
n12299640 salvadora_persica
n08571898 flea_market
n02295390 cutworm
n03057920 coat_hanger
n03448590 gorget
n03492250 harbor
n03492250 harbour
n03492922 tin_hat
n03492922 hard_hat
n03456548 greasy_spoon
n00326094 rock_climbing
n04500060 turner
n03174079 delta_wing
n04542329 voussoir
n04431745 pushpin
n04431745 thumbtack
n12791329 syringa
n02367492 chinchilla
n04543772 wagon_wheel
n08677424 veldt
n08677424 veld
n11758122 lightwood
n03469832 gunnery
n03885904 pantyhose
n11668117 monocotyledon
n11668117 monocot
n02406647 charolais
n04545858 walkie_talkie
n11943660 ruddles
n03078670 commutator
n07852833 camembert
n12704041 oka
n12704041 oca
n09260907 tillage
n09260907 farmland
n09260907 tilth
n09260907 ploughland
n09260907 cultivated_land
n03297735 establishment
n03075946 command_module
n08652376 ski_resort
n04292080 square_sail
n03644378 lasso
n03644378 lariat
n03644378 reata
n01485479 basking_shark
n07828642 vanilla_bean
n04591887 wine_cooler
n03063199 coffee_filter
n09218641 ben
n02921756 burglar_alarm
n12872458 bladderwort
n03885293 pant_leg
n09990777 dancing_master
n09990777 dance_master
n01440242 mirror_carp
n02892499 brasserie
n04397452 teacup
n04307986 steak_knife
n03012897 chemical_plant
n07852229 stilton
n03849814 opera_house
n03849814 opera
n12721477 palo_santo
n01481498 rabbitfish
n01481498 chimaera_monstrosa
n11617878 knobcone_pine
n12646397 islay
n04614844 zill
n02762725 donkey_boiler
n03344642 firebrick
n07621264 nonpareil
n03236423 dredger
n04132603 shamisen
n02682569 aerator
n02313709 bryozoan
n03669245 limber
n12973791 rhizopus
n02824058 stein
n13918717 trapezohedron
n02878425 boucle
n02094721 manchester_terrier
n10772092 weather_forecaster
n10772092 weatherman
n11650558 yellowwood
n04208065 shoulder_patch
n11712282 liriodendron_tulipifera
n11712282 tulip_poplar
n11712282 yellow_poplar
n11712282 tulip_tree
n04240752 slipcover
n02040266 stone_curlew
n02692086 airscrew
n02692086 prop
n12906498 mandrake
n01674990 gecko
n09193551 alluvial_plain
n02901620 brigantine
n12926039 hevea_brasiliensis
n13007417 oyster_mushroom
n05491154 renal_cortex
n03726516 spectrometer
n03726516 mass_spectrometer
n03332271 violin_bow
n07900225 varietal
n03653833 lederhosen
n02592055 sheepshead
n12332030 pitanga
n04973291 ecru
n04973291 beige
n04267246 spandrel
n07685918 black_bread
n07685918 pumpernickel
n03759243 microfiche
n07616046 frozen_yogurt
n01904886 oyster_shell
n12612170 water_plantain
n02119359 silver_fox
n03992436 potsherd
n09438940 snowdrift
n01931520 pinworm
n01931520 enterobius_vermicularis
n01931520 threadworm
n02849885 blast_furnace
n03782794 monkey_wrench
n01646388 bufo_marinus
n01646388 agua
n02152740 predator
n02169023 sawyer
n07711080 fries
n07711080 chips
n07711080 french_fries
n09233446 canyon
n09233446 canon
n04397168 tea_chest
n02540983 sparling
n03170292 decoupage
n11640132 metasequoia
n11640132 dawn_redwood
n02796207 barrel_vault
n04514241 uplift
n01815601 sandgrouse
n03770834 miniver
n07896287 dessert_wine
n03540914 hospital_bed
n02868638 bomb_shelter
n02868638 bombproof
n09447666 strand
n02462213 coronet
n07723559 lettuce
n03344509 firebox
n12279458 black_oak
n11669786 floret
n07689842 rusk
n07689842 zwieback
n04028074 putter
n07823698 cranberry_sauce
n10655594 steward
n10655594 flight_attendant
n13915023 ovoid
n01541922 towhee
n07751737 damson
n04410086 tenor_drum
n04516354 used_car
n04325208 stockyard
n11974557 snakeweed
n03089477 cone_clutch
n02530421 shad
n03813078 nave
n04561965 water_pump
n04104925 rood_screen
n03383211 forestay
n04375615 synchronous_motor
n04459122 phaeton
n04459122 touring_car
n04459122 tourer
n13108323 pollard
n04427559 3d_radar
n03549589 hurdle
n04192521 sheraton
n02666943 slaughterhouse
n02666943 abattoir
n02666943 butchery
n02666943 shambles
n01777304 deer_tick
n03850492 operating_table
n03503997 headlight
n03503997 headlamp
n02936281 caff
n02869155 bone_china
n03767745 minaret
n03675235 linotype_machine
n03675235 linotype
n07624757 knish
n04528079 verdigris
n02448060 meles_meles
n01909906 polyp
n02530999 allis
n12095647 moneywort
n01462042 blastocyst
n04573281 welt
n03849679 openwork
n04265904 space_rocket
n12764008 sugar_bush
n04131368 saltbox
n07586485 oxtail_soup
n07703889 hasty_pudding
n10316862 military_leader
n02326862 european_hare
n04611916 yardstick
n04385536 tailpipe
n04389854 tank_engine
n04389854 tank_locomotive
n03981340 pontifical
n07744811 blackberry
n07829248 cider_vinegar
n03505015 headrace
n01379389 staph
n01379389 staphylococci
n01379389 staphylococcus
n02685995 airbrush
n00454983 fly_casting
n04072551 rein
n03374649 flywheel
n02312640 chrysalis
n04225222 sixpack
n04225222 six_pack
n02749670 assegai
n02749670 assagai
n02990758 celesta
n11838916 bougainvillea
n02207345 queen_bee
n03294833 eraser
n00455076 overcast
n04307767 staysail
n03981924 donkey_cart
n01714231 allosaurus
n02780315 roller_bearing
n02780315 ball_bearing
n02835724 bicycle_pump
n03233744 lift_bridge
n03233744 drawbridge
n02874750 bootstrap
n01967963 piddock
n00450866 pony_trekking
n03945928 pipe_cleaner
n02166229 bean_beetle
n03483823 pocket_calculator
n03586219 iron_lung
n03016868 chiffon
n03686924 log_cabin
n11619455 western_larch
n03843883 kerosene_heater
n04257223 soft_pedal
n04261281 souk
n01987076 pistol_shrimp
n01987076 snapping_shrimp
n04388473 tandoor
n03205143 directional_microphone
n04099003 rocker_arm
n03088707 conductor
n04104384 semicircular_arch
n04104384 roman_arch
n02360282 chipmunk
n01462803 morula
n14976871 blacktop
n03317889 faille
n03424630 petrol_engine
n03424630 gasoline_engine
n11610215 pinus_monophylla
n11610215 single_leaf
n04497801 tuning_fork
n07926442 orangeade
n05257476 bouffant
n06273743 call_waiting
n02333909 rattus_rattus
n02333909 black_rat
n07868830 galantine
n02856237 blunderbuss
n04060448 rebozo
n12413165 iris_cristata
n03519387 tower_block
n03519387 high_rise
n09344324 lunar_crater
n00449517 car_racing
n00449517 auto_racing
n02846733 black_box
n13003061 amanita_muscaria
n13003061 fly_agaric
n09452291 swale
n11846765 epiphyllum
n07890750 mead
n03823216 niblick
n03059103 coat_rack
n01339083 hs1
n01849676 shelduck
n12981954 white_rust
n01556182 spotted_flycatcher
n03393761 freewheel
n03145522 cue
n12932365 angelica_sylvestris
n01797601 sage_grouse
n02338145 musquash
n02338145 muskrat
n11898639 pennycress
n02531114 alewife
n03551582 hydraulic_pump
n03551582 hydraulic_ram
n04048441 railroad_tunnel
n09421799 sandbank
n02384741 steeplechaser
n04130257 salad_bowl
n04087709 ribbed_vault
n11664418 gingko
n11664418 ginkgo_biloba
n11664418 ginkgo
n12407222 dutch_elm
n01807828 grey_partridge
n02922578 burka
n02922578 burqa
n02181235 darkling_beetle
n02181235 tenebrionid
n11915214 composite
n02852043 bling_bling
n01709876 barosaurus
n03883054 panic_button
n12479537 dracaena
n01971620 loligo
n11905392 california_poppy
n03204436 dipstick
n02596381 croaker
n12267931 cupule
n01806467 green_peafowl
n04439585 tine
n12866162 clary
n04307878 steakhouse
n04307878 chophouse
n02424486 greater_kudu
n04325041 western_saddle
n09344724 maar
n07752514 dried_apricot
n12023108 feverfew
n01944955 garden_snail
n01826680 european_roller
n02977330 cashmere
n12949361 kapuka
n02184589 head_louse
n03572631 inlay
n02973904 carving_knife
n04570958 weighbridge
n02709101 anastigmat
n02855701 blucher
n07871588 porcupines
n04538249 viscometer
n03906463 pelham
n11759853 zaman
n11759853 monkeypod
n11759853 rain_tree
n11759853 saman
n11986511 lactuca_sativa
n02631628 striped_marlin
n01647640 western_toad
n02117900 spotted_hyena
n07718671 gherkin
n03316873 factory_ship
n02034129 godwit
n04462011 toy_box
n03011741 checkout
n12590499 elaeis_guineensis
n02857907 boards
n04194127 shin_guard
n04075468 removable_disk
n07914413 daiquiri
n11686912 sporophyte
n03751458 mess_kit
n02450677 beech_marten
n04349306 subway_train
n07765208 elderberry
n11617090 monterey_pine
n11617090 pinus_radiata
n01744100 reticulated_python
n02324587 bunny
n04488857 trouser_press
n12392549 urtica_dioica
n12392549 stinging_nettle
n03760310 microprocessor
n02814338 beach_house
n05581932 cuticle
n01381044 strep
n01381044 streptococci
n01381044 streptococcus
n01495006 bonnethead
n03758992 microbrewery
n02786837 band_saw
n02786837 bandsaw
n12449296 camas
n12449296 quamash
n02413717 lincoln
n05526957 foreskin
n05526957 prepuce
n03668803 lilo
n12307240 jessamine
n03652389 leaf_spring
n03011018 chatelaine
n00449796 hydroplane_racing
n10721321 traffic_cop
n01322685 cub
n09210862 atoll
n07927716 birch_beer
n11957678 calliopsis
n03228365 doubletree
n03885669 pantsuit
n12480895 sansevieria
n04368496 swallowtail
n04368496 morning_coat
n01461315 spawn
n04261767 sounder
n03374838 fob
n04064747 record_sleeve
n04064747 record_cover
n03289660 enlarger
n04293258 squelch
n03518305 tallboy
n04045644 balk
n04045644 baulk
n04045644 rafter
n04970398 indigo
n02885108 boxcar
n03451798 graffiti
n03451798 graffito
n02205673 black_fly
n10227266 junior
n11636204 japanese_cedar
n11636204 sugi
n02324850 oryctolagus_cuniculus
n02324850 european_rabbit
n06278475 hdtv
n03266749 duvet
